player_id,name,current_value,current_date,peak_value,peak_date,days_since_update,is_stale,total_goals,total_assists,total_minutes,total_appearances,total_yellow_cards,total_red_cards,goals_per_90,assists_per_90,date_of_birth,position,sub_position,foot,height_in_cm,country_of_citizenship,age,log_value,age_squared,recent_goals_per_90,recent_assists_per_90,recent_minutes,league_tier,league_tier_missing,predicted_log_value,residual
1112904,Youssef Hamdaoui,1000000,2025-12-10,1000000,2025-12-10,79,False,0,1,345,11,1,0,0.0,0.2608695652173913,2008-03-20,Midfield,Central Midfield,right,184.0,Morocco,17.724845995893222,13.815511557963774,314.170165578132,0.0,0.2608695652173913,345.0,2.0,0,14.438600865021987,-0.6230893070582137
1105541,Nathan De Cat,17000000,2025-12-10,17000000,2025-12-10,79,False,1,1,1612,23,4,0,0.0558312655086848,0.0558312655086848,2008-07-19,Midfield,Central Midfield,right,192.0,Belgium,17.39356605065024,16.648723960844016,302.53613995833257,0.05583126550868486,0.05583126550868486,1612.0,2.0,0,15.596954909131155,1.0517690517128617
981194,Kobe Corbanie,1000000,2025-12-10,2000000,2024-12-11,79,False,1,1,1360,37,2,0,0.0661764705882353,0.0661764705882353,2005-05-10,Defender,Right-Back,right,187.0,Belgium,20.58590006844627,13.815511557963774,423.7792816280562,0.0,0.0,419.0,2.0,0,13.561762176813975,0.25374938114979884
979410,Mohammed Fuseini,3000000,2025-12-10,4500000,2025-06-12,79,False,8,2,2180,42,3,1,0.3302752293577982,0.0825688073394495,2002-05-16,Attack,Centre-Forward,right,169.0,Ghana,23.57015742642026,14.914123179965662,555.5523211062341,0.31802120141342755,0.0,566.0,2.0,0,14.10959001799513,0.8045331619705323
909254,Macaulay Tait,400000,2025-12-10,400000,2025-12-10,79,False,0,2,1389,26,7,0,0.0,0.1295896328293736,2005-08-27,Midfield,Central Midfield,left,170.0,Scotland,20.28747433264887,12.899222326086994,411.5816147978867,0.0,0.0827966881324747,1087.0,1.0,0,13.92426557966688,-1.0250432535798861
904922,Ewan Wilson,600000,2025-12-10,700000,2025-06-17,79,False,1,0,2214,30,3,0,0.040650406504065,0.0,2004-11-19,Defender,Left-Back,left,179.0,Scotland,21.05681040383299,13.304686600863562,443.38926438296926,0.10962241169305725,0.0,821.0,1.0,0,14.282415065133895,-0.9777284642703332
903611,Nilson Angulo,7000000,2025-12-10,7000000,2025-12-10,79,False,7,10,2652,62,10,0,0.2375565610859728,0.3393665158371041,2003-06-19,Attack,Left Winger,right,184.0,Ecuador,22.477754962354556,15.76142084987672,505.24946814765485,0.25221858944418496,0.37832788416627744,2141.0,2.0,0,15.044630248660045,0.7167906012166743
903513,Tristan Degreef,2000000,2025-12-10,2000000,2024-12-11,79,False,2,0,1582,36,10,0,0.11378002528445,0.0,2005-01-19,Attack,Right Winger,right,177.0,Belgium,20.88980150581793,14.508658238524095,436.383806952473,0.0734094616639478,0.0,1226.0,2.0,0,14.294483915981758,0.2141743225423376
903456,Taylor Steven,100000,2025-12-10,100000,2024-12-13,79,False,1,0,548,15,1,0,0.1642335766423357,0.0,2004-09-17,Attack,Right Winger,left,178.0,Scotland,21.229295003422312,11.51293546492023,450.68296634233155,0.24193548387096775,0.0,372.0,1.0,0,13.402038673000842,-1.8891032080806127
903223,Martin Delavallée,1500000,2025-12-10,1500000,2025-06-12,79,False,0,0,2101,24,0,0,0.0,0.0,2004-03-18,Goalkeeper,Goalkeeper,right,185.0,Belgium,21.730321697467488,14.220976332738882,472.2068810754263,0.0,0.0,1740.0,2.0,0,14.605253988239829,-0.38427765550094684
897051,Alan Minda,3000000,2025-12-10,6000000,2024-06-04,79,False,12,12,3920,74,3,0,0.2755102040816326,0.2755102040816326,2003-05-14,Attack,Right Winger,right,174.0,Ecuador,22.576317590691307,14.914123179965662,509.69011595575773,0.23872679045092837,0.17904509283819628,1508.0,2.0,0,15.393155284696574,-0.47903210473091207
893659,Yaimar Medina,4000000,2025-12-10,4000000,2025-12-10,79,False,1,1,847,18,1,0,0.1062573789846517,0.1062573789846517,2004-11-05,Defender,Left-Back,left,173.0,Ecuador,21.09514031485284,15.201805169084134,445.00494490332966,0.10625737898465171,0.10625737898465171,847.0,2.0,0,14.156492065410088,1.0453131036740455
888790,Miller Thomson,150000,2025-12-10,200000,2024-12-03,79,False,1,0,647,17,1,0,0.1391035548686244,0.0,2004-07-20,Attack,Right Winger,right,170.0,Scotland,21.39082819986311,11.918397239722838,457.5675310760588,0.0,0.0,271.0,1.0,0,13.060241537572246,-1.141844297849408
888785,Promise David,13000000,2025-12-10,13000000,2025-10-01,79,False,20,4,2653,50,10,0,0.6784771956275915,0.1356954391255183,2001-07-03,Attack,Centre-Forward,right,195.0,Canada,24.438056125941134,16.380459992348886,597.218587214649,0.6880076445293837,0.17200191113234592,2093.0,2.0,0,14.948593665239269,1.431866327109617
880330,Moïse Sahi Dion,700000,2025-12-10,3000000,2023-06-16,79,False,4,1,893,36,0,0,0.4031354983202687,0.1007838745800671,2001-12-20,Attack,Centre-Forward,left,175.0,Cote d'Ivoire,23.97262149212868,13.45883704259595,574.68658120487,0.0,0.0,59.0,2.0,0,12.882240127396331,0.5765969151996195
877124,Rosen Bozhinov,2500000,2025-12-10,2500000,2025-10-01,79,False,1,0,1122,20,3,0,0.0802139037433155,0.0,2005-01-23,Defender,Centre-Back,left,193.0,Bulgaria,20.878850102669404,14.731801689838349,435.92638160973814,0.08729388942774007,0.0,1031.0,2.0,0,14.282136906725912,0.4496647831124374
875208,Johnny Kenny,600000,2025-12-10,600000,2025-12-10,79,False,7,1,946,25,1,0,0.6659619450317125,0.095137420718816,2003-06-06,Attack,Centre-Forward,right,177.0,Ireland,22.51334702258727,13.304686600863562,506.85079415943903,0.6112054329371817,0.15280135823429541,589.0,1.0,0,14.586187620664184,-1.281501019800622
866651,Henry Cartwright,50000,2025-12-10,50000,2025-10-08,79,False,1,0,645,15,1,0,0.1395348837209302,0.0,2004-12-11,Midfield,Defensive Midfield,right,175.0,England,20.996577686516083,10.819798284210286,440.8562745459051,0.13953488372093023,0.0,645.0,1.0,0,13.75317749902579,-2.9333792148155045
862297,Nasser Djiga,6000000,2025-12-10,10000000,2025-03-18,79,False,1,1,2679,36,5,0,0.0335946248600224,0.0335946248600224,2002-11-15,Defender,Centre-Back,right,192.0,Burkina Faso,23.069130732375086,15.607270193858982,532.1847927474126,0.043923865300146414,0.043923865300146414,2049.0,1.0,0,14.50507060983369,1.1021995840252927
854325,Étienne Camara,2500000,2025-12-10,2500000,2025-10-01,79,False,0,3,3155,46,12,0,0.0,0.0855784469096671,2003-03-30,Midfield,Defensive Midfield,left,190.0,France,22.699520876112253,14.731801689838349,515.268248005056,0.0,0.1529745042492918,1765.0,2.0,0,15.022966880628276,-0.2911651907899273
852953,Ilias Sebaoui,2000000,2025-12-10,2000000,2025-12-10,79,False,9,2,4175,60,4,1,0.1940119760479041,0.0431137724550898,2001-10-04,Attack,Left Winger,right,180.0,Morocco,24.18343600273785,14.508658238524095,584.8385768985172,0.21574111066719937,0.07191370355573312,2503.0,2.0,0,15.400075167746317,-0.8914169292222223
847279,Oumar Diakité,5000000,2025-12-10,9000000,2024-12-10,79,False,11,4,4028,65,12,0,0.2457795431976167,0.0893743793445878,2003-12-20,Attack,Centre-Forward,right,182.0,Cote d'Ivoire,21.973990417522245,15.424948670398354,482.8562548693594,0.1245674740484429,0.1245674740484429,1445.0,1.0,0,15.33972942328121,0.0852192471171449
844516,Luis Vázquez,2000000,2025-12-10,5000000,2022-09-06,79,False,17,4,3111,83,6,0,0.4918032786885246,0.1157184185149469,2001-04-24,Attack,Centre-Forward,right,190.0,Argentina,24.629705681040384,14.508658238524095,606.622401934673,0.34501642935377874,0.09857612267250822,1826.0,2.0,0,15.105172773139001,-0.5965145346149061
840688,Malcolm Viltard,800000,2025-12-10,800000,2025-12-10,79,False,0,0,2244,39,5,0,0.0,0.0,2002-10-24,Midfield,Defensive Midfield,right,176.0,France,23.129363449691997,13.592368256649284,534.9674535879481,0.0,0.0,1518.0,2.0,0,14.5486015586332,-0.9562333019839162
820146,Check Keita,2500000,2025-12-10,2500000,2025-12-10,79,False,1,0,3497,44,9,0,0.0257363454389476,0.0,2003-04-02,Defender,Centre-Back,right,185.0,Mali,22.691307323750856,14.731801689838349,514.8954280609092,0.04065040650406504,0.0,2214.0,2.0,0,15.32985396336049,-0.598052273522141
814491,Isa Sakamoto,3500000,2025-12-10,3500000,2025-10-01,79,False,6,6,2013,26,2,0,0.2682563338301043,0.2682563338301043,2003-08-26,Midfield,Attacking Midfield,right,173.0,Japan,22.29158110882957,15.068273812173887,496.9145883315273,0.26825633383010433,0.26825633383010433,2013.0,2.0,0,15.21946297461704,-0.15118916244315272
813437,Isaac Babadi,2500000,2025-12-10,6000000,2024-03-18,79,False,3,1,1144,46,4,0,0.236013986013986,0.0786713286713286,2005-04-06,Midfield,Attacking Midfield,right,179.0,Netherlands,20.67898699520876,14.731801689838349,427.62050314801303,0.15845070422535212,0.15845070422535212,568.0,2.0,0,14.041688888675042,0.6901128011633073
911985,Mohamed Koné,800000,2025-12-10,1700000,2024-10-02,79,False,0,0,2250,25,2,0,0.0,0.0,2002-03-07,Goalkeeper,Goalkeeper,right,186.0,Cote d'Ivoire,23.761806981519506,13.592368256649284,564.6234710269891,0.0,0.0,1170.0,2.0,0,13.732184211542101,-0.13981595489281773
805484,Roggerio Nyakossi,800000,2025-12-10,800000,2025-12-10,79,False,2,0,567,8,0,0,0.3174603174603174,0.0,2004-01-13,Defender,Centre-Back,right,194.0,Switzerland,21.908281998631075,13.592368256649284,479.97282013154245,0.31746031746031744,0.0,567.0,2.0,0,13.892944212923013,-0.3005759562737289
919173,Ibrahim Diakité,1200000,2025-12-10,1200000,2025-06-12,79,False,2,0,2623,48,5,1,0.0686237133053755,0.0,2003-10-31,Defender,Right-Back,right,180.0,Guinea,22.11088295687885,13.997832948091215,488.8911451327956,0.1348314606741573,0.0,1335.0,2.0,0,14.582083213993373,-0.584250265902158
979064,Tony Yogane,150000,2025-12-10,150000,2025-10-08,79,False,0,1,697,15,2,0,0.0,0.1291248206599713,2005-09-24,Attack,Left Winger,left,178.0,England,20.21081451060917,11.918397239722838,408.4770231822501,0.0,0.1291248206599713,697.0,1.0,0,13.4541383919901,-1.5357411522672617
974374,Anthony Valencia,1000000,2025-12-10,1200000,2022-09-07,79,False,4,3,1479,51,4,0,0.2434077079107505,0.1825557809330628,2003-07-21,Attack,Right Winger,left,173.0,Ecuador,22.390143737166323,13.815511557963774,501.3185365709683,0.17716535433070865,0.0,508.0,2.0,0,13.522063481243366,0.2934480767204075
973805,Andrés Ferrari,2200000,2025-12-10,2500000,2025-10-01,79,False,8,3,1646,38,3,0,0.4374240583232078,0.1640340218712029,2003-01-03,Attack,Centre-Forward,right,190.0,Uruguay,22.93497604380561,14.603968372873895,526.0131261299372,0.4262036306235201,0.1420678768745067,1267.0,2.0,0,14.226321726740116,0.37764664613377974
971613,Dante Polvara,400000,2025-12-10,400000,2024-05-30,79,False,2,4,2697,59,6,0,0.0667408231368186,0.1334816462736373,2000-06-21,Midfield,Defensive Midfield,right,193.0,United States,25.470225872689937,12.899222326086994,648.7324060058439,0.1724137931034483,0.08620689655172414,1044.0,1.0,0,13.805098763679956,-0.905876437592962
971137,Peter Ambrose,400000,2025-12-10,400000,2024-05-23,79,False,1,0,354,16,1,0,0.2542372881355932,0.0,2002-06-10,Attack,Centre-Forward,right,184.0,Nigeria,23.50171115674196,12.899222326086994,552.3304272949294,0.0,0.0,237.0,1.0,0,13.058898810436613,-0.15967648434961923
957461,Andrés Gómez,5000000,2025-12-10,6000000,2024-10-07,79,False,3,0,369,17,1,0,0.7317073170731707,0.0,2002-09-12,Attack,Left Winger,right,170.0,Colombia,23.24435318275154,15.424948670398354,540.2999548844916,1.7475728155339805,0.0,103.0,1.0,0,13.82801761854459,1.5969310518537636
956050,Bill Antonio,1200000,2025-12-10,1200000,2024-03-22,79,False,3,3,1203,33,1,0,0.2244389027431421,0.2244389027431421,2002-09-03,Attack,Right Winger,right,177.0,Zimbabwe,23.26899383983573,13.997832948091215,541.4460743183131,0.0,0.430622009569378,627.0,2.0,0,13.544391671153125,0.45344127693809
954104,Jayden Meghoma,750000,2025-12-10,750000,2025-12-10,79,False,1,3,1474,22,3,0,0.0610583446404341,0.1831750339213025,2006-06-28,Defender,Left-Back,left,176.0,England,19.45242984257358,13.527829818844937,378.3970267802472,0.06105834464043419,0.18317503392130258,1474.0,1.0,0,16.157555846410204,-2.629726027565267
948916,Rudi Molotnikov,400000,2025-12-10,400000,2025-06-17,79,False,1,0,644,17,3,0,0.139751552795031,0.0,2006-05-23,Midfield,Attacking Midfield,right,179.0,Scotland,19.550992470910334,12.899222326086994,382.24130659759254,0.9574468085106383,0.0,94.0,1.0,0,13.808756739462446,-0.9095344133754519
945021,Anan Khalaili,12000000,2025-12-10,12000000,2025-12-10,79,False,4,2,3995,58,13,0,0.0901126408010012,0.0450563204005006,2004-09-03,Midfield,Right Midfield,right,183.0,Israel,21.267624914442163,16.300417291085605,452.311869501401,0.10935601458080195,0.027339003645200487,3292.0,2.0,0,16.20276376517883,0.09765352590677523
943837,Vitor Roque,35000000,2025-12-10,40000000,2023-12-11,79,False,9,2,2088,47,8,0,0.3879310344827586,0.0862068965517241,2005-02-28,Attack,Centre-Forward,right,174.0,Brazil,20.78028747433265,17.370858648025116,431.8203475159064,0.2112676056338028,0.1056338028169014,852.0,3.0,0,15.549701301580662,1.8211573464444548
942497,Jahmai Simpson-Pusey,4000000,2025-12-10,5000000,2025-05-30,79,False,0,0,361,6,1,0,0.0,0.0,2005-11-04,Defender,Centre-Back,right,187.0,England,20.098562628336754,15.201805169084134,403.9522197251748,0.0,0.0,159.0,1.0,0,12.93845670836769,2.2633484607164434
931102,David Watson,1800000,2025-12-10,1800000,2025-10-08,79,False,12,5,6088,92,21,0,0.1773981603153745,0.073915900131406,2005-02-12,Midfield,Central Midfield,right,180.0,Scotland,20.82409308692676,14.403297778421795,433.64285289299085,0.16267510167193855,0.04066877541798464,2213.0,1.0,0,16.037448916356137,-1.6341511379343423
929494,Chukwubuikem Ikwuemesi,1500000,2025-12-10,2000000,2025-06-12,79,False,9,4,3621,69,5,0,0.2236951118475559,0.0994200497100248,2001-08-05,Attack,Centre-Forward,right,195.0,Nigeria,24.347707049965777,14.220976332738882,592.8108385909532,0.19494584837545126,0.06498194945848375,1385.0,2.0,0,14.619655302413626,-0.39867896967474437
923838,Steve Ngoura,2000000,2025-12-10,2000000,2025-10-01,79,False,4,4,1696,39,1,0,0.2122641509433962,0.2122641509433962,2005-02-22,Attack,Centre-Forward,right,193.0,France,20.79671457905544,14.508658238524095,432.5033372826971,0.2810304449648712,0.1405152224824356,1281.0,2.0,0,14.94875442981179,-0.4400961912876955
920585,Ali Maamar,2000000,2025-12-10,2000000,2025-06-12,79,False,0,0,1326,22,4,0,0.0,0.0,2005-03-23,Defender,Right-Back,right,182.0,Morocco,20.71731690622861,14.508658238524095,429.2072197931058,0.0,0.0,1326.0,2.0,0,13.785844044766588,0.7228141937575074
524537,Jack Iredale,250000,2025-12-10,300000,2022-07-29,79,False,1,2,3744,47,8,0,0.0240384615384615,0.048076923076923,1996-05-02,Defender,Centre-Back,left,184.0,Australia,29.607118412046542,12.429220196836383,876.5814606649453,0.026833631484794274,0.05366726296958855,3354.0,1.0,0,15.239258373998327,-2.8100381771619443
450958,Ross Sykes,2500000,2025-12-10,2500000,2025-12-10,79,False,11,3,5105,78,12,0,0.1939275220372184,0.0528893241919686,1999-03-26,Defender,Centre-Back,right,200.0,England,26.71047227926078,14.731801689838349,713.4493293811586,0.15771028037383178,0.052570093457943924,1712.0,2.0,0,14.132709030238274,0.5990926596000747
512385,Luis Sinisterra,12000000,2025-12-10,25000000,2022-06-08,79,False,38,29,9313,159,13,0,0.367228605175561,0.2802534092129282,1999-06-17,Attack,Left Winger,right,172.0,Colombia,26.48323066392881,16.300417291085605,701.3615063988593,0.0,0.0,62.0,1.0,0,14.51929816367061,1.7811191274149945
235767,John Souttar,3500000,2025-12-10,4500000,2024-12-03,79,False,10,8,25532,302,47,0,0.0352498825003916,0.0281999060003133,1996-09-25,Defender,Centre-Back,right,186.0,Scotland,29.20739219712525,15.068273812173887,853.0717589566931,0.033444816053511704,0.0,2691.0,1.0,0,15.745271294656701,-0.6769974824828147
235247,Wolke Janssens,300000,2025-12-10,800000,2023-06-09,79,False,2,3,6259,122,22,0,0.0287585876338073,0.0431378814507109,1995-01-11,Defender,Centre-Back,right,185.0,Belgium,30.91307323750856,12.611541086966115,955.6180969875679,0.0,0.0,798.0,2.0,0,13.224412827204208,-0.6128717402380932
234193,Birger Verstraete,1300000,2025-12-10,4000000,2018-09-11,79,False,12,11,18414,258,69,5,0.0586510263929618,0.053763440860215,1994-04-16,Midfield,Defensive Midfield,right,174.0,Belgium,31.652292950034223,14.077875591662238,1001.8676489947861,0.0,0.05398920215956809,1667.0,2.0,0,14.333187614325812,-0.2553120226635741
232271,Sofiane Boufal,2000000,2025-12-10,15000000,2016-10-24,79,False,34,32,14040,247,45,1,0.2179487179487179,0.2051282051282051,1993-09-17,Midfield,Attacking Midfield,right,175.0,Morocco,32.2299794661191,14.508658238524095,1038.7715763864587,0.0,0.5402160864345739,833.0,2.0,0,13.248795013941946,1.2598632245821495
230985,Simen Juklerød,300000,2025-12-10,2500000,2019-03-04,79,False,4,14,6866,96,6,0,0.0524322749781532,0.1835129624235362,1994-05-18,Defender,Left-Back,left,187.0,Norway,31.564681724846,12.611541086966115,996.3291323908271,0.0,0.6585365853658537,410.0,2.0,0,12.60499130039296,0.006549786573154748
228433,Wendell,2500000,2025-12-10,25000000,2018-10-22,79,False,15,24,26535,341,93,3,0.0508762012436404,0.0814019219898247,1993-07-20,Defender,Left-Back,left,176.0,Brazil,32.39151266255989,14.731801689838349,1049.2100925687778,0.0,0.0,0.0,1.0,1,14.36545475121428,0.3663469386240692
227081,Joaquín Correa,3000000,2025-12-10,38000000,2019-12-12,79,False,60,38,17977,341,43,2,0.3003838237748233,0.1902430883907215,1994-08-13,Attack,Second Striker,right,188.0,Argentina,31.326488706365502,14.914123179965662,981.3488946700454,0.11406844106463879,0.22813688212927757,789.0,1.0,0,14.173540754875697,0.7405824250899649
225744,Lawrence Shankland,2500000,2025-12-10,4000000,2024-05-30,79,False,77,31,15422,200,32,0,0.4493580599144079,0.1809103877577486,1995-08-10,Attack,Centre-Forward,right,185.0,Scotland,30.33538672142368,14.731801689838349,920.2356875383282,0.3602882305844676,0.2522017614091273,2498.0,1.0,0,15.201075181790031,-0.46927349195168233
225569,Kerim Mrabti,1500000,2025-12-10,3500000,2022-04-12,79,False,28,20,11027,142,22,0,0.228529971887186,0.1632356942051328,1994-05-20,Midfield,Attacking Midfield,right,175.0,Sweden,31.55920602327173,14.220976332738882,995.9834848193107,0.12596221133659902,0.18894331700489853,1429.0,2.0,0,13.747470444446229,0.47350588829265305
225393,Alex Gogic,400000,2025-12-10,500000,2021-01-18,79,False,9,5,19234,241,55,1,0.0421129250285952,0.0233960694603306,1994-04-13,Defender,Centre-Back,right,185.0,Cyprus,31.66050650239562,12.899222326086994,1002.3876719882353,0.0,0.03431185665268776,2623.0,1.0,0,14.937984903094497,-2.0387625770075033
218144,Mikael Mandron,200000,2025-12-10,200000,2024-05-30,79,False,19,7,5227,95,9,0,0.3271475033480007,0.1205280275492634,1994-10-11,Attack,Centre-Forward,left,191.0,France,31.16495550992471,12.206077645517674,971.2544519355865,0.2913968547641073,0.16651248843663274,2162.0,1.0,0,14.169550023589618,-1.9634723780719447
215114,Thomas Foket,600000,2025-12-10,7000000,2023-12-18,79,False,4,22,27198,355,55,1,0.0132362673726009,0.072799470549305,1994-09-25,Defender,Right-Back,right,177.0,Belgium,31.208761122518823,13.304686600863562,973.9867708024423,0.0,0.0,328.0,1.5,0,14.367491744387838,-1.062805143524276
235780,Mark O'Hara,700000,2025-12-10,800000,2024-12-03,79,False,37,15,23445,305,52,1,0.1420345489443378,0.0575815738963531,1995-12-12,Midfield,Defensive Midfield,right,191.0,Scotland,29.9958932238193,13.45883704259595,899.7536102947687,0.04641567818463126,0.0,1939.0,1.0,0,15.395751959066125,-1.9369149164701742
210747,Willian Arão,1200000,2025-12-10,7000000,2021-12-17,79,False,5,6,7572,102,17,0,0.0594294770206022,0.0713153724247226,1992-03-12,Midfield,Defensive Midfield,right,181.0,Brazil,33.74674880219028,13.997832948091215,1138.8430547181313,0.0,0.0,539.0,1.0,0,12.213056855704176,1.7847760923870393
208552,Siebe Schrijvers,1500000,2025-12-10,7500000,2019-06-10,79,False,50,40,20130,314,47,0,0.2235469448584202,0.1788375558867362,1996-07-18,Midfield,Central Midfield,right,179.0,Belgium,29.39630390143737,14.220976332738882,864.142683065662,0.14634146341463414,0.1951219512195122,1845.0,2.0,0,15.680778664311607,-1.4598023315727247
207623,Visar Musliu,900000,2025-12-10,1400000,2021-05-27,79,False,0,0,1330,16,4,0,0.0,0.0,1994-11-13,Defender,Centre-Back,both,187.0,North Macedonia,31.07460643394935,13.710151153416941,965.6311650248463,0.0,0.0,1330.0,2.0,0,13.31216727208036,0.3979838813365806
519731,Danilo,2000000,2025-12-10,7000000,2023-12-05,79,False,53,18,7963,161,4,1,0.5990204696722341,0.2034409142283059,1999-04-07,Attack,Centre-Forward,right,174.0,Brazil,26.6776180698152,14.508658238524095,711.6953058789304,0.3050847457627119,0.2440677966101695,1475.0,1.0,0,15.517802120424182,-1.009143881900087
205878,Charlie Telfer,125000,2025-12-10,250000,2019-06-23,79,False,4,0,1832,39,2,1,0.1965065502183406,0.0,1995-07-04,Midfield,Central Midfield,right,173.0,Scotland,30.43668720054757,11.736077016252437,926.3919277439763,0.0,0.0,43.0,1.0,0,12.665158827164031,-0.9290818109115939
203869,Alex Samuel,125000,2025-12-10,200000,2021-03-10,79,False,2,2,1138,44,0,0,0.1581722319859402,0.1581722319859402,1995-09-20,Attack,Centre-Forward,right,183.0,Wales,30.223134839151268,11.736077016252437,913.4378795055192,0.0,0.0,194.0,1.0,0,12.788993910856856,-1.0529168946044187
203394,Andreas Pereira,15000000,2025-12-10,20000000,2019-12-10,79,False,20,39,16655,285,58,1,0.1080756529570699,0.2107475232662864,1996-01-01,Midfield,Central Midfield,right,178.0,Brazil,29.94113620807666,16.52356082573315,896.4716374305992,0.06474820143884892,0.3237410071942446,1390.0,1.0,0,15.05765369163907,1.4659071340940795
193861,Ryan Fulton,50000,2025-12-10,400000,2021-06-28,79,False,0,0,3213,36,1,0,0.0,0.0,1996-05-23,Goalkeeper,Goalkeeper,right,191.0,Scotland,29.54962354551677,10.819798284210286,873.180251681759,0.0,0.0,0.0,1.0,1,12.915481154992962,-2.0956828707826762
193469,Björn Engels,100000,2025-12-10,12000000,2019-12-10,79,False,18,7,13942,161,20,3,0.116195667766461,0.0451872041314015,1994-09-15,Defender,Centre-Back,right,195.0,Belgium,31.236139630390145,11.51293546492023,975.6964190092298,0.0,0.0,0.0,1.0,1,13.516832233823198,-2.003896768902969
193079,Scott Fraser,200000,2025-12-10,700000,2022-07-29,79,False,3,13,3054,51,6,0,0.0884086444007858,0.3831041257367387,1995-03-30,Midfield,Attacking Midfield,left,183.0,Scotland,30.699520876112253,12.206077645517674,942.460582022852,0.0,0.0,0.0,1.0,1,12.730718251883813,-0.5246406063661393
189740,Ángelo Henríquez,400000,2025-12-10,5500000,2015-09-14,79,False,10,1,2862,59,5,0,0.3144654088050314,0.0314465408805031,1994-04-13,Attack,Centre-Forward,right,175.0,Chile,31.66050650239562,12.899222326086994,1002.3876719882353,0.0,0.0,302.0,1.0,0,12.55745289354055,0.3417694325464442
186581,Ross Docherty,100000,2025-12-10,325000,2022-05-31,79,False,0,0,972,17,5,0,0.0,0.0,1993-01-23,Midfield,Defensive Midfield,right,177.0,Scotland,32.878850102669404,11.51293546492023,1081.0187840738038,0.0,0.0,717.0,1.0,0,12.549101672965293,-1.0361662080450635
186337,Stephen O'Donnell,50000,2025-12-10,900000,2021-06-28,79,False,15,25,26092,323,46,1,0.0517399969339261,0.0862333282232101,1992-05-11,Defender,Right-Back,right,184.0,Scotland,33.582477754962355,10.819798284210286,1127.7828121625414,0.0,0.0,1758.0,1.0,0,13.75051656594247,-2.930718281732185
208772,Liam Kelly,800000,2025-12-10,800000,2024-05-30,79,False,0,0,15390,170,12,0,0.0,0.0,1996-01-23,Goalkeeper,Goalkeeper,right,184.0,Scotland,29.880903490759756,13.592368256649284,892.8683934240986,0.0,0.0,900.0,1.0,0,14.914591749680172,-1.3222234930308883
236168,Brandon Mechele,3000000,2025-12-10,7000000,2021-03-17,79,False,20,10,35129,400,41,0,0.0512397164735688,0.0256198582367844,1993-01-28,Defender,Centre-Back,right,190.0,Belgium,32.865160848733744,14.914123179965662,1080.1187976131414,0.08377938096346288,0.06283453572259716,4297.0,2.0,0,15.657895638283314,-0.7437724583176522
238029,Liam Gordon,400000,2025-12-10,550000,2021-12-31,79,False,3,5,16305,194,34,2,0.0165593376264949,0.0275988960441582,1996-01-26,Defender,Centre-Back,right,191.0,Scotland,29.87268993839836,12.899222326086994,892.3776041556865,0.048102618920363445,0.048102618920363445,1871.0,1.0,0,14.790369981274038,-1.8911476551870443
238468,Drey Wright,150000,2025-12-10,500000,2023-06-26,79,False,11,6,11634,167,8,0,0.0850954100051573,0.0464156781846312,1995-04-30,Midfield,Right Midfield,right,175.0,England,30.61464750171116,11.918397239722838,937.2566416540294,0.033682634730538924,0.033682634730538924,2672.0,1.0,0,14.364142647573539,-2.4457454078507013
307870,Shogo Taniguchi,800000,2025-12-10,2500000,2019-06-27,79,False,1,0,2027,30,2,1,0.0444005920078934,0.0,1991-07-15,Defender,Centre-Back,right,185.0,Japan,34.40657084188912,13.592368256649284,1183.8121170979346,0.0,0.0,1078.0,2.0,0,12.53818726214849,1.0541809945007934
307800,Lion Lauberbach,1700000,2025-12-10,1700000,2025-12-10,79,False,10,5,4632,68,10,0,0.194300518134715,0.0971502590673575,1998-02-15,Attack,Centre-Forward,left,194.0,Germany,27.81656399726215,14.346139397261565,773.7612326137809,0.23923444976076555,0.04784688995215311,1881.0,2.0,0,14.383305180731643,-0.03716578347007804
307094,Frankie Kent,500000,2025-12-10,1200000,2024-05-30,79,False,3,3,5115,60,7,0,0.0527859237536656,0.0527859237536656,1995-11-21,Defender,Centre-Back,right,188.0,England,30.05338809034908,13.122365377402328,903.206135709136,0.0,0.0,490.0,1.0,0,13.058430728410222,0.06393464899210599
300716,Kieran Tierney,8000000,2025-12-10,32000000,2020-10-13,79,False,15,51,24339,337,19,0,0.0554665351904351,0.1885862196474793,1997-06-05,Defender,Left-Back,left,180.0,Scotland,28.51471594798084,15.894952224644102,813.0890255940328,0.16004742145820983,0.10669828097213989,1687.0,1.0,0,15.786223759331476,0.10872846531262681
291177,Nicky Cadden,700000,2025-12-10,800000,2025-06-17,79,False,5,7,3178,53,2,0,0.1415984896161107,0.198237885462555,1996-09-19,Midfield,Left Midfield,left,178.0,Scotland,29.22381930184805,13.45883704259595,854.0316145870667,0.08283479061205706,0.2485043718361712,2173.0,1.0,0,14.102473652787296,-0.6436366101913453
290801,Jamie McCart,350000,2025-12-10,500000,2021-06-28,79,False,3,1,9767,115,10,0,0.0276441077096344,0.0092147025698781,1997-06-20,Defender,Centre-Back,left,186.0,Scotland,28.47364818617385,12.765691290604371,810.7486410300014,0.07620660457239628,0.0,1181.0,1.0,0,14.21565835785048,-1.4499670672461082
